ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,furnished,facilities,additional_facilities,region,size_sqft,security,squash court,jogging track,lift,multipurpose hall,minimart,swimming pool,gymnasium,barbeque area,sauna,club house,playground,tennis court,cooking allowed,near ktm/lrt,washing machine,internet
100320688,pv9 residences @ taman melati,2022,2100.0,Setapak,service residence,3,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, barbeque area, multipurpose hall, minimart","air-cond, near ktm/lrt, cooking allowed",Kuala Lumpur,1000.0,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False
100320795,suasana lumayan,2015,1550.0,Cheras,condominium,4,1,2,Partially Furnished,"minimart, sauna, security, gymnasium, playground, parking, swimming pool, lift","air-cond, cooking allowed",Kuala Lumpur,1142.0,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False
100320796,plaza prima setapak,2006,1400.0,Setapak,condominium,4,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, jogging track","cooking allowed, washing machine",Kuala Lumpur,1300.0,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False
100320547,one maxim,2020,1300.0,Sentul,service residence,3,1,2,Partially Furnished,"parking, sauna, barbeque area, jogging track, security, playground, swimming pool, gymnasium, multipurpose hall",cooking allowed,Kuala Lumpur,819.0,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False
100320546,m centura,2021,2500.0,Sentul,service residence,3,1,2,Fully Furnished,"parking, security, lift, swimming pool, gymnasium, playground","cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,850.0,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,True,False
100320543,pv9 residences @ taman melati,2022,2300.0,Setapak,service residence,3,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, jogging track, barbeque area","cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1000.0,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False
100320529,majestic maxim,2021,1350.0,Cheras,service residence,2,1,1,Partially Furnished,"parking, gymnasium, jogging track, lift, barbeque area, playground, swimming pool, security","air-cond, cooking allowed, near ktm/lrt, washing machine, internet",Kuala Lumpur,650.0,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True
100320520,residensi kepongmas,2020,1100.0,Kepong,apartment,3,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,800.0,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False
100320656,bayu sentul condominium,2015,1700.0,Sentul,condominium,3,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, sauna, barbeque area, minimart, multipurpose hall, club house, jogging track, tennis court, squash court","cooking allowed, washing machine",Kuala Lumpur,1300.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False
100320507,m centura,2021,1650.0,Sentul,service residence,3,2,2,Partially Furnished,parking,"cooking allowed, air-cond",Kuala Lumpur,850.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100320503,m centura,2021,1200.0,Sentul,service residence,2,1,1,Not Furnished,"parking, gymnasium, security, lift, swimming pool, barbeque area, playground, jogging track",0,Kuala Lumpur,646.0,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
100320593,og heights,1988,1200.0,Pantai,condominium,2,1,2,Partially Furnished,"parking, jogging track, tennis court, lift, sauna, minimart","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1000.0,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False
100279958,hedgeford 10 residences @ wangsa maju,2015,1200.0,Wangsa Maju,service residence,1,1,1,Partially Furnished,"security, swimming pool, jogging track, sauna, minimart, parking","air-cond, cooking allowed, washing machine",Kuala Lumpur,521.0,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
100256144,the establishment,2018,2500.0,Brickfields,service residence,1,1,1,Fully Furnished,parking,"air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,468.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
100320298,the henge kepong,2019,2200.0,Kepong,condominium,3,2,2,Fully Furnished,"playground, swimming pool, jogging track, security, tennis court, lift, multipurpose hall, parking, gymnasium, barbeque area, minimart, squash court, sauna, club house","air-cond, cooking allowed, near ktm/lrt, washing machine, internet",Kuala Lumpur,1100.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
100262241,suasana lumayan,2015,1500.0,Cheras,condominium,4,1,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, sauna, barbeque area, minimart, multipurpose hall, club house, jogging track, tennis court, squash court","air-cond, cooking allowed, near ktm/lrt, washing machine, internet",Kuala Lumpur,1142.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
99879586,lakeville residence,2017,1900.0,Jalan Ipoh,condominium,3,2,2,Partially Furnished,"gymnasium, parking, security, lift, swimming pool, playground, barbeque area, sauna, minimart, multipurpose hall, jogging track, tennis court","air-cond, cooking allowed, washing machine",Kuala Lumpur,1193.0,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False
100320270,arte plus jalan ampang,2018,2100.0,Ampang,service residence,3,2,2,Fully Furnished,"parking, gymnasium, jogging track, playground, security, lift, swimming pool, sauna, barbeque area, multipurpose hall, tennis court","air-cond, cooking allowed, washing machine",Kuala Lumpur,1200.0,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False
99764987,platinum oug residence,2021,1450.0,Kuchai Lama,condominium,3,1,2,Partially Furnished,"security, playground, gymnasium, lift, parking",0,Kuala Lumpur,1100.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
100103263,first residence,2012,1600.0,Kepong,condominium,3,1,2,Partially Furnished,"barbeque area, swimming pool, security, playground, gymnasium, parking, lift, jogging track","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,1070.0,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False
100234677,m centura,2021,2200.0,Sentul,service residence,3,0,2,Fully Furnished,"parking, security, lift, swimming pool, playground, gymnasium, minimart, club house","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,850.0,True,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False
100319477,regalia residence,2012,2000.0,Jalan Sultan Ismail,service residence,1,1,1,Fully Furnished,"parking, playground, swimming pool, squash court, gymnasium",0,Kuala Lumpur,560.0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
100319350,unio residence,2021,2200.0,Kepong,apartment,2,1,2,Fully Furnished,"jogging track, security, swimming pool, tennis court, lift, multipurpose hall, parking, minimart, playground, barbeque area, gymnasium","air-cond, cooking allowed",Kuala Lumpur,866.0,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False
100319174,mercu summer suites @ kuala lumpur,2015,2000.0,Kl City,service residence,1,0,1,Fully Furnished,"parking, minimart, security, lift, swimming pool, gymnasium","air-cond, cooking allowed, washing machine",Kuala Lumpur,600.0,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False
100319208,bangsar permai,1998,2500.0,Bangsar,condominium,3,0,2,Fully Furnished,"parking, security, swimming pool, playground, gymnasium, lift, minimart, club house","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1000.0,True,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False
99884824,bayu tasik 2,1998,1500.0,Cheras,condominium,3,1,2,Fully Furnished,"parking, swimming pool, playground, gymnasium, security, lift, barbeque area, multipurpose hall, jogging track","air-cond, cooking allowed, washing machine, near ktm/lrt",Kuala Lumpur,1000.0,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False
100318968,m centura,2021,2500.0,Sentul,service residence,3,1,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, multipurpose hall","cooking allowed, washing machine",Kuala Lumpur,850.0,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False
100032198,casa idaman,2010,1500.0,Jalan Ipoh,condominium,3,2,2,Partially Furnished,0,0,Kuala Lumpur,1062.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98048623,m vertica,2023,1800.0,Cheras,condominium,3,0,2,Partially Furnished,"parking, playground, swimming pool, jogging track, barbeque area, lift, security, tennis court, multipurpose hall, gymnasium","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,850.0,True,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False
100318477,desa dua aman puri,1990,850.0,Kepong,apartment,3,1,2,Not Furnished,"security, minimart, jogging track, parking, swimming pool, lift, playground",cooking allowed,Kuala Lumpur,850.0,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False
100318578,kepong sentral condominium,2007,999.0,Kepong,condominium,3,1,2,Not Furnished,"security, minimart, playground, squash court, jogging track, lift, parking, swimming pool, tennis court, gymnasium",0,Kuala Lumpur,962.0,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False
100318501,the hipster @ taman desa,2022,2100.0,Taman Desa,condominium,3,2,2,Fully Furnished,"security, minimart, swimming pool, squash court, lift, parking, playground, gymnasium, barbeque area, sauna, multipurpose hall","cooking allowed, air-cond, near ktm/lrt, washing machine, internet",Kuala Lumpur,925.0,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True
100250824,sentrio suites,2017,1550.0,Desa Pandan,service residence,1,1,1,Fully Furnished,"parking, security, lift, swimming pool, playground, gymnasium","air-cond, cooking allowed, washing machine",Kuala Lumpur,570.0,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False
100318198,majestic maxim,2021,2300.0,Cheras,service residence,3,0,2,Fully Furnished,"swimming pool, gymnasium, barbeque area, security, playground, lift, jogging track, parking","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1050.0,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,False
100318196,tiara mutiara 2,2017,1500.0,Old Klang Road,service residence,3,0,2,Partially Furnished,"sauna, multipurpose hall, playground, swimming pool, gymnasium, security","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,900.0,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,False
100258228,pv9 residences @ taman melati,2022,2499.0,Setapak,service residence,4,3,2,Partially Furnished,"security, parking, lift, swimming pool, playground, minimart, gymnasium","air-cond, cooking allowed, washing machine, near ktm/lrt",Kuala Lumpur,1100.0,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False
100318097,majestic maxim,2021,1100.0,Cheras,service residence,2,0,2,Partially Furnished,"gymnasium, jogging track, lift, playground, parking, security, swimming pool, barbeque area",0,Kuala Lumpur,650.0,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
100318185,majestic maxim,2021,1750.0,Cheras,service residence,3,1,2,Partially Furnished,"swimming pool, jogging track, barbeque area, security, playground, lift, parking, gymnasium, sauna, minimart, multipurpose hall","air-cond, near ktm/lrt, cooking allowed",Kuala Lumpur,819.0,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False
100231705,ekocheras service apartment,2017,1800.0,Cheras,service residence,1,1,2,Partially Furnished,"minimart, barbeque area, parking, swimming pool, gymnasium, lift, sauna, playground, security, jogging track",0,Kuala Lumpur,762.0,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
100317959,camellia,2014,2200.0,Bangsar South,condominium,1,1,1,Fully Furnished,"club house, playground, parking, security, swimming pool",0,Kuala Lumpur,638.0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
100317753,bayu @ pandan jaya,2015,1700.0,Pandan Jaya,condominium,3,1,2,Partially Furnished,"parking, playground, gymnasium, security, swimming pool, multipurpose hall, club house","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,1072.0,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False
100317885,10 semantan,2006,1948.0,Damansara Heights,service residence,2,1,2,Fully Furnished,"parking, sauna, security, gymnasium, minimart, swimming pool, barbeque area, lift, playground","cooking allowed, air-cond, near ktm/lrt, washing machine",Kuala Lumpur,990.0,True,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False
100317639,impiana sky residensi,2021,1300.0,Bukit Jalil,apartment,3,1,2,Partially Furnished,"security, playground, multipurpose hall, parking, lift","air-cond, cooking allowed",Kuala Lumpur,850.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
100317852,m vertica,2023,2200.0,Cheras,condominium,3,2,2,Fully Furnished,"security, playground, swimming pool, parking, tennis court, jogging track, lift, barbeque area, multipurpose hall, gymnasium, sauna, minimart","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,850.0,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False
100317846,damai hillpark,2015,1600.0,Bandar Damai Perdana,service residence,3,2,2,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, minimart","air-cond, cooking allowed, washing machine",Kuala Lumpur,1020.0,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False
100317596,majestic maxim,2021,1400.0,Cheras,service residence,3,0,2,Not Furnished,0,"air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,850.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
100317778,putra villa,2007,1800.0,Setapak,condominium,3,0,2,Fully Furnished,"parking, security, lift, swimming pool, playground, minimart","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1066.0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False
99662226,vina versatile homes,2016,1400.0,Cheras,studio,1,1,1,Fully Furnished,"parking, security, lift, swimming pool, playground, multipurpose hall, minimart, gymnasium, jogging track, tennis court","air-cond, near ktm/lrt, cooking allowed",Kuala Lumpur,450.0,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False
99912677,m vertica,2023,1800.0,Cheras,condominium,3,0,2,Partially Furnished,"tennis court, barbeque area, jogging track, multipurpose hall, swimming pool, parking, security, playground, lift","air-cond, near ktm/lrt",Kuala Lumpur,850.0,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False
99947710,pv9 residences @ taman melati,2022,550.0,Setapak,service residence,4,0,3,Partially Furnished,"parking, security, lift, swimming pool, playground, gymnasium, sauna, barbeque area, minimart, multipurpose hall, club house","air-cond, cooking allowed, near ktm/lrt, washing machine, internet",Kuala Lumpur,1300.0,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
100317353,sri putramas,2004,1500.0,Jalan Kuching,condominium,3,1,2,Partially Furnished,"playground, sauna, security, parking, tennis court, barbeque area, gymnasium, minimart, swimming pool, lift",air-cond,Kuala Lumpur,1100.0,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False
100317337,sri putramas,2004,1600.0,Jalan Kuching,condominium,3,1,2,Fully Furnished,"playground, sauna, security, parking, tennis court, barbeque area, gymnasium, minimart, swimming pool, lift","air-cond, washing machine",Kuala Lumpur,1100.0,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,True,False
100317317,pangsapuri melur (sentul),2006,1400.0,Sentul,apartment,3,1,2,Partially Furnished,"parking, security, lift, swimming pool, playground, minimart, multipurpose hall, tennis court","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,650.0,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False
100317514,platinum oug residence,2021,1800.0,Kuchai Lama,condominium,3,1,2,Fully Furnished,"playground, security, lift, parking","air-cond, cooking allowed, near ktm/lrt, washing machine",Kuala Lumpur,1200.0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False
100317509,majestic maxim,2021,1100.0,Cheras,service residence,2,0,2,Not Furnished,"gymnasium, jogging track, lift, playground, parking, security, swimming pool, barbeque area","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,650.0,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False
99958032,majestic maxim,2021,1488.0,Cheras,service residence,3,1,2,Partially Furnished,"lift, playground, gymnasium, parking, security, swimming pool, barbeque area, jogging track","air-cond, cooking allowed, near ktm/lrt",Kuala Lumpur,819.0,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False
